# Pathway	SH10_merge_Abundance	SH11_merge_Abundance	SH12_merge_Abundance	SH13_merge_Abundance	SH14_merge_Abundance	SH15_merge_Abundance	SH16_merge_Abundance	SH17_merge_Abundance	SH18_merge_Abundance	SH19_merge_Abundance	SH1_merge_Abundance	SH20_merge_Abundance	SH21_merge_Abundance	SH22_merge_Abundance	SH23_merge_Abundance	SH24_merge_Abundance	SH25_merge_Abundance	SH26_merge_Abundance	SH27_merge_Abundance	SH28_merge_Abundance	SH29_merge_Abundance	SH2_merge_Abundance	SH30_merge_Abundance	SH31_merge_Abundance	SH3_merge_Abundance	SH4_merge_Abundance	SH5_merge_Abundance	SH6_merge_Abundance	SH7_merge_Abundance	SH8_merge_Abundance	SH9_merge_Abundance	YK32_merge_Abundance	YK33_merge_Abundance	YK34_merge_Abundance	YK35_merge_Abundance	YK36_merge_Abundance	YK37_merge_Abundance	YK38_merge_Abundance	YK39_merge_Abundance	YK40_merge_Abundance	YK41_merge_Abundance	YK42_merge_Abundance	YK43_merge_Abundance	YK44_merge_Abundance	YK45_merge_Abundance	YK46_merge_Abundance	YK47_merge_Abundance	YK48_merge_Abundance	YK49_merge_Abundance	YK50_merge_Abundance	YK51_merge_Abundance	YK52_merge_Abundance	YK53_merge_Abundance	YK54_merge_Abundance	YK55_merge_Abundance	YK56_merge_Abundance	YK57_merge_Abundance	YK58_merge_Abundance	YK59_merge_Abundance	YK60_merge_Abundance	YK61_merge_Abundance	YK62_merge_Abundance
UNINTEGRATED|g__Clostridium.s__Clostridium_neonatale	0	0.00213712	0	0	0	0	0	0	0	0	0.0041472	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000616939	0	0.000721491	0.00219442	0	0.001072	0	0.00227243	0.00203473	0.00118608	0	0	0.0191698	0.00089817	0	0	0.0064073	0.0129126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_paraputrificum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000895842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0083554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Corynebacterium.s__Corynebacterium_efficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Corynebacterium.s__Corynebacterium_maris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Desemzia.s__Desemzia_incerta	0.000106897	0	0	0	0	0	0	0	0	0.000130678	0	0	0	0	0.000924811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182534	0	0	0	0	0	0	0	0	0	8.77218e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	0	0	0.000270918	0	0.00026375	0	0.000226428	0.000839685	0.000289175	0.000248505	0.00138629	0	0	0	0	0.000152005	0	0	0	0	0	0	0	0	0.00065429	0.000729361	0	0.00083129	0.00051613	0	0	0.00051622	0	0.000728756	0	0	0	0.000311428	0	0	0.000414649	0	0	0.000321237	0.000451	0.000229804	0	0	0	0	0	0.000430231	0	0.000427012	0.000411914	0	0	0.000202119	0.000789707	0	0.00024253	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_casseliflavus	0.000652709	0	0	0	0	0	0	0	0	0	0	0.000173681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144563	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_durans	0	0	0	0.000157854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0.000780259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000804786	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0.000619634	0	0.00147228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_hirae	0	0	0.0293216	0.0761282	0.00659348	0	0	0	0	0	0	0	0	0	0	0	0.00494348	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00351725	0	0	0	0	0	0	0
UNINTEGRATED|g__Erysipelatoclostridium.s__Clostridium_spiroforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	0	0	0.000506936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397021	0	0	0	0.000860731	0.000683331	0	0	0	0	0	0	0	0	0.000151441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	0.102703	0.0018071	0.025537	0	0.00677851	0.476495	0.104844	0.0330278	0.0258602	0.113798	0.0207091	0.0617716	0.0803625	0.0399602	0.0120193	0.0231398	0.063496	0.0045641	0.0210182	0	0.0229652	0.00666067	0.0908687	0.0137997	0.00117537	0	0.154141	0.0184762	0	0.000577695	0	0	0.00486337	0	0.00180006	0.040335	0	0.00167405	0.00853376	0.000977214	0	0.000597953	0	0	0.00385644	0.000621723	0.0281868	0.0663986	0.00968874	0	0.0214752	0.0278577	0.0624438	0.0422062	0	0.0102092	0.010101	0	0.000783303	0.0187206	0	0.624139
UNINTEGRATED|g__Fibrobacter.s__Fibrobacter_sp_UWH4	0	0	0	0	0	0	0	0.00508442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000808451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00981837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150237	0	0	0.00479973	0	0	0
UNINTEGRATED|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Helicobacter.s__Helicobacter_canis	0	0	0	0	0	0	0	0	0	0.00184774	0	0	0.000350266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000963927	0	0	0.00078945	0	0
UNINTEGRATED|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0.00658704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus	0	0	0	0	0	0.116225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0633479
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0.0385176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0207254
UNINTEGRATED|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202917	0	0	0	0	0	0	0	0	0	0	0.000279959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0.00129926	0	0.000395598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164688	0	0	0	0	0	0	0	0	0.00021852	0	0	0.000225711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lysinibacillus.s__Lysinibacillus_sp_B2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00078203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000729891	0	0	0	0	0.00101822	0	0	0	0.00366533	0	0.00364746	0	0	0	0	0	0.0012172	0	0	0.0026597	0	0.00126623	0	0	0	0	0	0	0	0.00195349	0	0	0	0	0.000548348	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_millerae	0	0	0.000256531	0.0001446	0.00205668	0	0.00377311	0	0.000261543	0.000947208	0	0.000720299	0.00276137	0	0.00151738	0.00173142	0.000559661	0.000867727	0.000804978	0.000860858	0.00371899	0	0.00161966	0.00122915	0.000701794	0	0	6.72877e-05	0.00155296	0	0.000154603	0.0006989	0.000125024	0	0	0.000369003	0	0	0.000279712	0	0.00010076	0	0.000551221	0.00196557	0.00256489	0.00228306	0.00132197	0.000355926	0.00382655	0	0.000282514	0.000267955	0.000997297	0.000192303	0.00143368	0.000330653	0.00275382	0.000349456	0.00100242	0.000175475	0.000534396	0
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_thaueri	0.000226437	0	5.64895e-05	0.00014691	0	0	0.00029882	0.000362935	0.000291148	0	0	0.000694644	0.000775366	0	0	0.00109088	0	0	0.000923243	0	0.000834877	0	0.000610353	0.000574244	0	0	0	9.38378e-05	0	0.000378174	0	0.000167401	0	0	0	0	0	0	9.75353e-05	0	0	0	0	0.00329056	0.000904062	0.000639107	0	0	0.000780094	0.000351004	0	0	0	0.0003201	0.00025484	0.000107142	0.000296786	0.00070191	0	0	0.000194056	0
UNINTEGRATED|g__Olsenella.s__Olsenella_umbonata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paenibacillus.s__Paenibacillus_barengoltzii	0.00012723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_ruminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000339445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_sp_CAG_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000777465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
